,Reg. Year,Sex,Age,Basic Qualification,Additional Qualification,State
221,2014,Female,38,MBBS MBBS Regional Institute of Medical Sciences Imphal Manipur University,,tripura
222,2014,Male,50,MBBS Meerat Unineversity,MS ENT University of Allhabad,tripura
223,2014,Male,55,MBBS Burdwan University,,tripura
224,2014,Female,46,MBBS Regional Institute of Medical Sciences Imphal Manipur University,,tripura
225,2014,Male,58,MBBS Kanpur University,MD Paediatrics Kanpur University,tripura
226,2014,Male,40,MBBS Regional Institute of Medical Sciences Imphal Manipur University,,tripura
227,2014,Male,55,MBBS Regional Institute of Medical Sciences Imphal Manipur University,PG Diploma Anaesthesiology ManipurUniversity,tripura
228,2014,Male,62,MBBS Sambalpur University,MSOpthalmology Manipur University,tripura
229,2012,Female,32,MBBS Tripura Medical College Dr BRAM Teaching Hospital Tripura University,,assam
230,2014,Male,61,MBBSReional Medical College Imphal Manipur Unoversity,,tripura
231,2014,Male,38,MBBS PT Ravishankar Shukla University Raipur,,tripura
232,2014,Male,56,MBBS University of Kerala,MD Laboratory MedicineAIIMS New Delhi,tripura
233,2014,Male,41,MBBS Regional Institute of Medical Sciences Imphal Manipur University,,tripura
234,2014,Male,31,MBBS Regional Institute of Medical Sciences Imphal Manipur University,,tripura
235,2014,Male,33,MBBS Regional Institute of Medical Sciences Imphal Manipur University,,tripura
237,2014,Male,35,MBBS Regional Institute of Medical Sciences Imphal Manipur University,,tripura
238,2014,Male,56,MBBS Rani Durgavati Vishwavidyalaya,MD General MedicineManipur University,tripura
240,2012,Female,31,MBBS Tripura Medical College Dr BRAM Teaching Hospital Tripura University,,tripura
241,2014,Male,34,MBBS BRD Medical College Gorakhpur University of Gorakhpur,MD PsychiatrySS University of Health Sciences,tripura
242,2014,Male,48,MBBS University of Gauhati,MSAnatomy Dib University,assam
243,2014,Male,48,MBBS Manipur University,Diploma in OphthalmologyMG Institute of Medical Sciences Sevagram,tripura
244,2014,Male,29,MBBS Manipur University,MDPhysiologyManipur University,tripura
245,2014,Male,54,MBBS Manipur University,MDMicrobiology University of Nagpur,tripura
246,2014,Male,32,MBBS Agartala Govt Medical College Tripura University,,tripura
247,2014,Male,45,MBBS Regional Institute of Medical Sciences Imphal Manipur University,,tripura
248,2014,Male,64,MBBS Bombay,,tripura
249,2014,Male,46,MBBS Patna University,MD General MedicineManipur University,tripura
250,2014,Male,42,MBBS Gorakhpur University,MSGenral Surgery Manipur University,tripura
251,2012,Male,32,MBBS Tripura Medical College Dr BRAM Teaching Hospital Tripura University,,tripura
252,2014,Male,50,MBBS Magadh University,MS Ophthalmology Patna University,tripura
253,2014,Male,52,MBBS Regional Medical College Imphal Manipur University,PG Diploma in Anaesthesiology Manipur University,tripura
254,2014,Male,63,MBBS Sambalpur University,,tripura
255,2014,Female,55,MBBS University of Calcutta,DMCW University of Calcutta,tripura
256,2014,Male,65,MBBS Kerala University,,tripura
257,2014,Male,39,MBBS Regional Institute of Medical Sciences Imphal Manipur University,,tripura
258,2014,Male,62,MBBS Kerala University,DPH University of Calcutta,tripura
259,2014,Male,31,MBBS Agartala Govt Medical College TripuraUniversity,,tripura
260,2014,Male,54,MBBS PTJNM Medical College Raipur KS UniversityRaipur,,tripura
261,2014,Male,33,MBBS Agartala Govt Medical CollegeTripura University,,tripura
262,2012,Male,30,MBBS Tripura Medical College Dr BRAM Teaching Hospital Tripura University,,tripura
263,2014,Male,32,MBBS Assam Medical CollegeDibrugarh University,,tripura
264,2014,Male,66,MBBSRegional Medical CollegeManipur University,,tripura
265,2014,Male,39,MBBS JLN Medical CollegeRajasthan University,MDPaediatrics Rajasthan University,tripura
266,2014,Male,42,MBBS Regional Institute of Medical SciencesManipur University,,tripura
267,2014,Male,42,MBBS Regional Institute of Medical SciencesManipur University,MDBioChemistryManipur University,tripura
268,2014,Male,36,MBBS BSMedical CollegeCalcutta University,,tripura
269,2014,Male,48,MBBS Regional Institute of Medical SciencesManipur University,,tripura
271,2014,Male,64,MBBS Gauhati University,MS General Surgery Dibrugarh University,tripura
272,2014,Male,40,MBBS Regional Institute of Medical SciencesManipur University,,tripura
273,2012,Male,32,MBBS Tripura Medical College Dr BRAM Teaching Hospital Tripura University,,tripura
274,2014,Male,51,MBBS SSMedical CollegeAPS University,MDGenMedicinesAPS University,tripura
275,2014,Male,68,MBBS Bangalore Medical CollegeBangalore University,,tripura
276,2014,Male,53,MBBS Maharshi Dayanand University Rohtak,,tripura
277,2014,Male,64,MBBS University of Calcutta,,tripura
278,2014,Male,64,MBBS Silchar Medical Collehe Gauhati University,,tripura
279,2014,Male,43,MBBS Regional Institute of Medical Sciences Manipur University,,tripura
280,2014,Male,65,MBBS Gauhati Medical College Gauhati University,,assam
282,2014,Male,33,MBBSDarbhanga Medical College HospL NMUniversity,MDGenMedicines West Bengal University of Health Sciences,tripura
283,2014,Male,36,MBBS BSMedical CollegeCalcutta University,University,tripura
284,2012,Male,31,MBBS Tripura Medical College Dr BRAM Teaching Hospital Tripura University,,west bengal
285,2014,Male,40,MBBS PtJNM Medical CollegePt RSS University,,tripura
286,2014,Male,59,MBBSManipur University,,tripura
287,2014,Male,66,MBBSUniversity of Calcutta,,tripura
288,2014,Male,58,MBBS University of Rajasthan,,tripura
289,2014,Male,72,MBBS Osmania University,,tripura
290,2014,Female,43,MBBS Regional Institute of Medical SciencesImphal Manipur University,DCP Manipur University,tripura
291,2014,Male,50,MBBS Regional Institute of Medical Sciences Imphal Manipur University,,tripura
292,2014,Male,62,MBBS Assam Medical CollegeDibrugarh University,DO OpthalmologyGauhati University,tripura
293,2014,Female,32,MBBS Silchar Medical College Gauhati University,DLO ENT Gauhati University,tripura
294,2014,Male,55,MBBS Rohtak Medical College MDU University,,tripura
295,2012,Female,31,MBBS Tripura Medical College Dr BRAM Teaching Hospital Tripura University,,tripura
296,2014,Male,33,MBBS Gorakhpur University,MDENTTripura University,tripura
297,2014,Male,53,MBBSMGIMSWardhaNagpur University,MD MedicineNagpur University,tripura
298,2014,Female,49,MBBS Regional Medical College Imphal Manipur University,,tripura
299,2014,Male,63,MBBS Calcutta University,,tripura
300,2014,Male,64,MBBS Bhagalpur University,MD Community Medicine Dibrugarh University,tripura
301,2014,Male,39,MBBS North Bangal University,,tripura
302,2014,Male,44,MBBS University of Maharshi Dayanand,MD Medicine University of Maharshi Dayanand,tripura
303,2014,Female,41,MBBS Magadh University,,tripura
304,2014,Male,32,MBBS Agartala Government Medical College Tripura University,,tripura
305,2014,Male,53,MBBS Regional Medical College Imphal Manipur University,,tripura
306,2012,Female,31,MBBS Tripura Medical College Dr BRAM Teaching Hospital Tripura University,,tripura
307,2014,Male,64,MBBS Lucknow University,DPH Calcutta University,tripura
308,2014,Male,63,MBBS Regional Medical College Imphal Manipur University,DMCW Calcutta University,tripura
309,2014,Male,38,MBBS Dibrugarh University,,tripura
310,2014,Male,62,MBBS Regional Medical Sciences Imphal Manipur University,MS General Medicine Manipur University,tripura
311,2014,Male,52,MBBS Regional Institute of Medical Sciences Imphal Manipur University,,tripura
312,2014,Male,56,MBBS Regional Medical College Imphal Manipur University,,tripura
313,2014,Male,71,MBBS Assam Medical College Dibrugarh University,Diploma in Publice Health University of Calcutta,tripura
314,2014,Male,60,MBBS Patna Medical College Patna University,,tripura
315,2014,Male,44,MBBS Assam Medical College Dibrugarh University,,tripura
316,2014,Male,39,MBBS BN Medical College Patna University,,tripura
317,2012,Female,30,MBBS Tripura Medical College Dr BRAM Teaching Hospital Tripura University,,tripura
318,2014,Female,37,MBBS NSCB Medical CollegeUniversity of RDVV Jabalpur,DNB OG National Board of Examination,tripura
319,2014,Male,36,MBBS NSCB MedicalCollege University of RDVV Jabalpur,,tripura
320,2014,Male,63,MBBS Regional Medical College Imphal Manipur University,DC P Tropical Medicine Calcutta,tripura
321,2014,Male,46,MBBS University of Health Sciences AP June,MD General Medicine Manipur University,tripura
322,2014,Male,48,MBBS Regional Medical College Imphal Manipur University,MD Paed Manipur University,tripura
323,2014,Female,30,MBBS Assam Medical College Dibrugarh University,,tripura
324,2014,Male,51,MBBS Regional Institute of Medical Sciences Imphal Manipur University,,tripura
325,2014,Male,44,MBBS Assam Medical Collee Dibrugarh University,,tripura
326,2014,Male,56,MBBS Regional Institute of Medical Sciences Imphal Manipur University,,tripura
327,2014,Male,50,MBBS Regional Institute of Medical Sciences Imphal Manipur University,,tripura
328,2012,Male,36,MBBS Tripura Medical College Dr BRAM Teaching Hospital Tripura University,,uttar pradesh
329,2014,Male,42,MBBS Regional Institute of Medical Sciences Imphal Manipur University,DPM In Psychiatry Maharashtra University of Health Sciences Nashik,tripura
330,2014,Male,55,MBBS Regional Medical College Imphal Manipur University,,tripura
331,2014,Male,54,MBBS Regional Medical College Imphal Manipur University,MSENT AIIMS New Delhi,tripura
332,2014,Male,48,MBBS Regional Institute of Medical Sciences Imphal Manipur University,,tripura
333,2014,Male,64,MBBS Assam Medical ColleeDibrugarh University,DLO Calcutta University,tripura
334,2014,Male,63,MBBS Lucknow University,MD Paed Ranchi University,tripura
335,2014,Male,58,MBBS Ranchi University,MD Radiothrapy AIIMSNew Delhi,tripura
336,2014,Male,55,MBBS Regional Medical College Imphal Manipur University,MD Paed Manipur University,tripura
337,2014,Male,57,MBBS Regional Medical College Imphal Manipur University,,tripura
338,2014,Male,45,MBBSManipur University,MD Radio diagTripura University,tripura
339,2012,Female,31,MBBS Tripura Medical College Dr BRAM Teaching Hospital Tripura University,,manipur
340,2014,Male,35,MBBS Darbhanga Medical College LN Mithila University,,tripura
341,2014,Male,40,MBBS Regional Institute of Medical Sciences Imphal Manipur University,MD Community Medicine Tripura University,tripura
343,2014,Male,37,MBBS Regional Institute of Medical Sciences Imphal Manipur University,,tripura
344,2014,Male,37,MBBS Maharashtra University of Health Sciences Nashik,MSOto Rhino Laryngology Maharashtra University of Health Sciences Nashik,tripura
345,2014,Male,52,MBBS Regional Medical College Imphal Manipur University,MS General Surgery Manipur University,tripura
346,2014,Male,64,MBBS Silchar Merdical CollegeGauhati University,MSGeneral Surgery Calcutta University,tripura
347,2014,Male,59,MBBS Regional Medical College Imphal Manipur University,,tripura
348,2014,Male,61,MBBS Assam Medical ColleeDibrugarh University,DRM University of Bombay,tripura
349,2014,Male,56,MBBSRegional Medical CollegeManipur Univewrsity,PGD In Diabetilogy,tripura
352,2014,Female,34,MBBSTrivundam Medical CollegeKeralaUniversity,MS Obsts Gynae Srimanta Sankardeva University of Health Sciences,tripura
353,2014,Male,45,MBBSSilchar Medical CollegeAssam University,DPMPsychiatryAssam University,tripura
354,2014,Female,37,MBBS Regional Medical College Imphal Manipur University,,tripura
355,2014,Male,68,MBBS Mysore Medical CollegeMysore University,DGO Calcutta University,tripura
356,2014,Female,56,MBBS Lady Hardinge Medical CollegeNewDelhiDelhi University,,tripura
357,2014,Male,48,MBBS Regional Medical College Imphal Manipur University,,tripura
358,2014,Male,35,MBBS Assam Medical College Dibrugarh University,MD Microbiolory Tripura University,tripura
359,2014,Male,55,MBBS North Bengal University,DMCW University of Calcutta,tripura
360,2014,Female,34,MBBS Regional Insrtitute of Medical Sciences Imphal Manipur University,,tripura
361,2012,Female,30,MBBS Tripura Medical College Dr BRAM Teaching Hospital Tripura University,,tripura
362,2014,Male,61,MBBS Sri Venkateswara University,DGO Obs Gynae Venkateswara University,tripura
363,2014,Male,52,MBBS Regional Medical College Imphal Manipur University,,tripura
364,2014,Male,40,MBBS DDU Gorakhpur University Gorakhpur,MDGeneral Medicine Banaras Hindu University,tripura
365,2014,Male,40,MBBS Calcutta University,,tripura
366,2014,Male,35,MBBS Agartala Government Medical College Tripura University,,tripura
367,2014,Male,66,MBBS Assam Medical College Dibrugarh University,,tripura
368,2014,Male,31,MBBS Agartala Government Medical College Tripura University,,tripura
369,2014,Male,56,MBBS Punjabi University,DMCW Calcutta University,tripura
370,2014,Male,29,MBBS Sri Balaji Vidyapeeth University,,tripura
371,2014,Female,28,MBBS RIMS Manipur University,,tripura
372,2012,Female,30,MBBS Tripura Medical College Dr BRAM Teaching Hospital Tripura University,,manipur
373,2014,Male,57,MBBS Agartala Government Medical College Tripura University,,tripura
374,2014,Male,31,MBBS Agartala Government Medical College Tripura University,,tripura
375,2014,Female,33,MBBS RIMS Manipur University,MD Pharmacology RIMS Manipur University,tripura
376,2014,Male,49,MBBS Regional Institute of Medical Sciences Imphal Manipur University,,tripura
377,2014,Male,30,MBBS Regional Institute of Medical Sciences Imphal Manipur University,MBBS Regional Institute of Medical Sciences Imphal Manipur University,tripura
378,2014,Male,45,MBBS Deen Dayal Upadhyay Gorakhpur University,MS Surgery Tripura University,tripura
379,2014,Male,32,MBBS Regional Institute of Medical Sciences Imphal Manipur University,,tripura
380,2014,Female,36,MBBS Mahasrashtra University of Health Sciences Nashik,,tripura
381,2014,Male,28,MBBS Dibrugarh University,,tripura
382,2014,Male,65,MBBS Maharshi Dayanand University,MS General SurgeryThe Tamil Nadu Dr MGR Medical University,tripura
383,2012,Female,33,MBBS Tripura Medical College Dr BRAM Teaching Hospital Tripura University,,manipur
384,2014,Male,33,MBBS North Bengal Medical College,MD Psychiatry Tripura University,west bengal
385,2014,Male,33,MBBS Rajasthan University,MD Paed Tripura University,tripura
386,2014,Male,38,MBBS Regional Medical College Gauhati University,,tripura
387,2014,Male,64,MBBS Regional Medical College Imphal Manipur University,,tripura
388,2014,Male,48,MBBS Assam Medical College Dibrugarh University,DPM in Ranchi Unuversity,tripura
389,2014,Male,75,MBBS Karnatak University,MD BioChem Manipur University,tripura
390,2014,Male,64,MBBS Sambalpur University Burla Orissa,,tripura
391,2014,Female,56,MBBS Utkal University,MD Dermatology Venereology AIIMS New Delhi,tripura
392,2014,Male,55,MBBS Agartala Government Medical College Tripura University,,tripura
393,2014,Female,31,MBBS Calcutta University,,tripura
394,2012,Female,33,MBBS Tripura Medical College Dr BRAM Teaching Hospital Tripura University,,manipur
395,2014,Male,70,MBBS Karnatak University,,tripura
396,2014,Male,64,MBBS Calcutta University,,tripura
397,2014,Male,48,MBBS Regional Medical College Imphal Manipur University,MD MicrobiologyMG Institute of Medical Sciences Maharastra of Health Sciences,tripura
398,2014,Male,30,MBBS Tripura Medical College Dr BRAM Teaching Hospital Tripura University,,west bengal
399,2015,Male,67,MBBS Dibrugarh University,MS Orthopaedics Calcutta University,tripura
400,2015,Male,35,MBBS Manipur University,MS General Surgery Manipur University,tripura
401,2015,Male,47,MBBS Manipur University,MSOrthopaedic Manipur University,tripura
402,2015,Male,32,MBBS Rani Durgawati Vishwavidyalaya,MD Anaesthesiology Tripura University,tripura
403,2015,Male,30,MBBS University South East University Chaina,,tripura
404,2015,Male,28,MBBS Regional Institute of Medical Sciences Imphal Manipur University,,tripura
405,2012,Female,31,MBBS Tripura Medical College Dr BRAM Teaching Hospital Tripura University,,west bengal
406,2015,Male,29,MBBS Regional Institute of Medical Sciences Imphal Manipur University,,tripura
407,2015,Male,27,MBBS Regional Institute of Medical Sciences Imphal Manipur University,,tripura
408,2015,Male,27,MBBS Regional Institute of Medical Sciences Imphal Manipur University,,tripura
409,2015,Male,28,MBBS Sri Balaji Vidyapeeth University,,tripura
410,2015,Male,27,MBBS Regional Institute of Medical Sciences Imphal Manipur University,,tripura
411,2015,Male,30,MBBS Kerala University,,tripura
412,2015,Female,27,MBBS Regional Institute of Medical Sciences Imphal Manipur University,,tripura
413,2015,Female,27,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
414,2015,Female,28,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
415,2015,Male,28,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
416,2012,Female,31,MBBS Tripura Medical College Dr BRAM Teaching Hospital Tripura University,,west bengal
417,2015,Male,28,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
418,2015,Male,28,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
419,2015,Male,27,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
420,2015,Female,26,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,manipur
421,2015,Male,28,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
423,2015,Female,27,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
424,2015,Male,27,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
426,2015,Male,28,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
427,2012,Female,32,MBBS Tripura Medical College Dr BRAM Teaching Hospital Tripura University,,tripura
428,2015,Female,27,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
429,2015,Male,28,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
430,2015,Male,61,MBBS Calcutta University,,tripura
431,2015,Male,27,MBBS Regional Institute of Medical Sciences Imphal Manipur University,,tripura
432,2015,Male,27,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
433,2015,Female,27,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
434,2015,Male,27,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
435,2015,Female,28,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
436,2015,Female,27,MBBS Agartala Government Medical College Tripura University,,tripura
437,2015,Female,26,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,arunachal pradesh
438,2012,Male,31,MBBS Tripura Medical College Dr BRAM Teaching Hospital Tripura University,,tripura
439,2015,Female,28,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,west bengal
440,2015,Male,28,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
441,2015,Female,27,MBBS Agartala Government Medical College Tripura University,,tripura
442,2015,Male,27,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
443,2015,Male,27,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,west bengal
444,2015,Male,28,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
445,2015,Female,27,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
446,2015,Female,27,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
447,2015,Male,27,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
448,2015,Male,27,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
449,2012,Female,29,MBBS Tripura Medical College Dr BRAM Teaching Hospital Tripura University,,manipur
450,2015,Female,28,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
451,2015,Male,28,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
452,2015,Male,27,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
453,2015,Female,27,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
454,2015,Female,28,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
455,2015,Female,27,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
456,2015,Female,28,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
457,2015,Female,28,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
458,2015,Female,28,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,chandigarh
459,2015,Female,28,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
461,2015,Female,28,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,west bengal
462,2015,Male,28,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
463,2015,Female,27,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
464,2015,Female,27,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
465,2015,Female,29,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
466,2015,Female,27,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
467,2015,Female,35,MBBS University of Calcutta MS Obst Gynae West Bengal University of Health Sciences,,west bengal
468,2015,Female,28,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
469,2015,Male,27,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
470,2015,Male,75,MBBS Andhra University,MS University of Delhi,tripura
472,2015,Female,27,MBBS Agartala Government Medical College Tripura University,,tripura
473,2015,Female,27,MBBS Agartala Government Medical College Tripura University,,tripura
474,2015,Female,29,MBBS Agartala Government Medical College Tripura University,,tripura
475,2015,Male,29,MBBS Agartala Government Medical College Tripura University,,uttar pradesh
476,2015,Male,27,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,madhya pradesh
477,2015,Female,28,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
478,2015,Female,27,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
479,2015,Male,29,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
480,2015,Female,28,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
481,2015,Male,28,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
482,2012,Male,32,MBBS Tripura Medical College Dr BRAM Teaching Hospital Tripura University,,west bengal
483,2015,Female,28,MBBS Agartala Government Medical College Tripura University,,tripura
484,2015,Female,28,MBBS Agartala Government Medical College Tripura University,,tripura
485,2015,Female,28,MBBS Agartala Government Medical College Tripura University,,tripura
486,2015,Female,27,MBBS Agartala Government Medical College Tripura University,,tripura
487,2015,Female,29,MBBS Agartala Government Medical College Tripura University,,tripura
488,2015,Male,28,MBBS Agartala Government Medical College Tripura University,,tripura
489,2015,Male,27,MBBS Agartala Government Medical College Tripura University,,tripura
491,2015,Female,27,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
492,2015,Female,27,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
493,2012,Male,34,MBBS Tripura Medical College Dr BRAM Teaching Hospital Tripura University,,tripura
494,2015,Male,28,MBBS Agartala Government Medical College Tripura University,,tripura
495,2015,Male,28,MBBS Agartala Government Medical College Tripura University,,tripura
496,2015,Male,27,MBBS Agartala Government Medical College Tripura University,,tripura
497,2015,Male,28,MBBS Agartala Government Medical College Tripura University,,tripura
498,2015,Male,28,MBBS Agartala Government Medical College Tripura University,,tripura
499,2015,Male,28,MBBS Agartala Government Medical College Tripura University,,nagaland
500,2015,Male,28,MBBS Agartala Government Medical College Tripura University,,rajasthan
501,2015,Male,28,MBBS Agartala Government Medical College Tripura University,,tripura
502,2015,Male,28,MBBS Agartala Government Medical College Tripura University,,tripura
503,2015,Female,35,MBBS Agartala Government Medical College Tripura University,,orissa
504,2012,Female,31,MBBS Tripura Medical College Dr BRAM Teaching Hospital Tripura University,,tripura
505,2015,Male,28,MBBS Agartala Government Medical College Tripura University,,tripura
506,2015,Female,27,MBBS Agartala Government Medical College Tripura University,,tripura
507,2015,Male,27,MBBS Agartala Government Medical College Tripura University,,tripura
508,2015,Male,27,MBBS Agartala Government Medical College Tripura University,,tripura
509,2015,Male,28,MBBS Agartala Government Medical College Tripura University,,tripura
510,2015,Female,28,MBBS Agartala Government Medical College Tripura University,,tripura
511,2015,Male,64,MBBS Agartala Government Medical College Tripura University,,tripura
512,2015,Female,27,MBBS Agartala Government Medical College Tripura University,,tripura
513,2015,Male,27,MBBS Agartala Government Medical College Tripura University,,tripura
514,2015,Male,28,MBBS Agartala Government Medical College Tripura University,,tripura
515,2012,Female,32,MBBS Tripura Medical College Dr BRAM Teaching Hospital Tripura University,,tripura
517,2015,Male,28,MBBS Agartala Government Medical College Tripura University,,tripura
518,2015,Female,27,MBBS Agartala Government Medical College Tripura University,,tripura
522,2015,Male,29,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
523,2015,Female,27,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,west bengal
524,2015,Male,27,MBBS Agartala Government Medical College Tripura University,,tripura
525,2015,Male,28,MBBS Agartala Government Medical College Tripura University,,tripura
526,2012,Male,33,MBBS Tripura Medical College Dr BRAM Teaching Hospital Tripura University,,tripura
527,2015,Male,28,MBBS Agartala Government Medical College Tripura University,,tripura
528,2015,Male,30,MBBS Agartala Government Medical College Tripura University,,tripura
529,2015,Male,28,MBBS Agartala Government Medical College Tripura University,,tripura
530,2015,Male,28,MBBS Agartala Government Medical College Tripura University,,tripura
531,2015,Male,27,MBBS Agartala Government Medical College Tripura University,,tripura
532,2015,Male,28,MBBS Agartala Government Medical College Tripura University,,tripura
533,2015,Male,28,MBBS Agartala Government Medical College Tripura University,,tripura
534,2015,Male,31,MBBS Agartala Government Medical College Tripura University,,tripura
535,2015,Male,28,MBBS Agartala Government Medical College Tripura University,,tripura
536,2015,Female,28,MBBS Agartala Government Medical College Tripura University,,tripura
537,2012,Female,30,MBBS Tripura Medical College Dr BRAM Teaching Hospital Tripura University,,tripura
538,2015,Female,28,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,manipur
539,2015,Female,28,MBBS Agartala Government Medical College Tripura University,,tripura
540,2015,Male,29,MBBS Agartala Government Medical College Tripura University,,tripura
541,2015,Male,29,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,west bengal
542,2015,Male,28,MBBS Agartala Government Medical College Tripura University,,tripura
544,2015,Male,54,MBBS Regional Institute of Medical Sciences Imphal Manipur University,,tripura
545,2015,Male,28,MBBS Agartala Government Medical College Tripura University,,tripura
546,2015,Male,27,MBBS Agartala Government Medical College Tripura University,,tripura
547,2015,Male,27,MBBS Agartala Government Medical College Tripura University,,tripura
548,2012,Male,34,MBBS Tripura Medical College Dr BRAM Teaching Hospital Tripura University,,madhya pradesh
550,2015,Female,28,MBBS Agartala Government Medical College Tripura University,,tripura
551,2015,Male,28,MBBS Agartala Government Medical College Tripura University,,west bengal
552,2015,Male,57,MBBS Regional Institute of Medical Sciences Imphal Manipur University,MDFMT AIIMS New Delhi,tripura
553,2015,Male,28,MBBS Agartala Government Medical College Tripura University,,tripura
554,2015,Male,40,MBBS Regional Institute of Medical Sciences Imphal Manipur University,MSGen Surgery Regional Institute of Medical Sciences Imphal Manipur University,tripura
555,2015,Male,28,MBBS Agartala Government Medical College Tripura University,,tripura
556,2015,Male,27,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
557,2015,Female,31,MBBS Agartala Government Medical College Tripura University,,tripura
558,2015,Male,67,MBBS Patna University,DGO Calcitta University,tripura
559,2012,Male,32,MBBS Tripura Medical College Dr BRAM Teaching Hospital Tripura University,,kerala
560,2015,Male,32,MBBS Regional Institute of Medical Sciences Imphal Manipur University,,tripura
561,2015,Male,30,MBBS Dr Of Medicine Belize Medical Collage Centeral America Haelth Scinces University,,tripura
562,2015,Male,37,MBBS Manipur University,MSOrtho Tripura University,tripura
563,2015,Male,27,MBBS MGIMSMUHS Nashik,,tripura
564,2015,Male,59,MBBS Sambalpur University,DARegional Institute of Medical Sciences Imphal Manipur University,tripura
565,2015,Male,44,MBBS Regional Institute of Medical Sciences Imphal Manipur University,MDAnaesthesiology Regional Institute of Medical Sciences Imphal Manipur University,tripura
566,2015,Female,29,MBBS Vinayaka Mission University,,tripura
567,2015,Male,28,MBBS Agartala Government Medical College Tripura University,,tripura
568,2015,Female,30,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
569,2015,Male,29,MBBS Tripura Medical College Dr BRAM Traching Hospital Tripura University,,tripura
570,2012,Male,31,MBBS Tripura Medical College Dr BRAM Teaching Hospital Tripura University,,tripura
