1,Uttar Pradesh
2,Maharashtra
3,Bihar
4,West Bengal
5,Andhra Pradesh
6,Madhya Pradesh
7,Tamil Nadu
8,Rajasthan
9,Karnataka
10,Gujarat
11,Orissa
12,Kerala
13,Jharkhand
14,Assam
15,Punjab
16,Chhattisgarh
17,Haryana
18,Delhi
19,Jammu and Kashmir
20,Uttarakhand
21,Himachal Pradesh
22,Tripura
23,Meghalaya
24,Manipur
25,Nagaland
26,Goa
27,Arunachal Pradesh
28,Puducherry
29,Mizoram
30,Chandigarh
31,Sikkim
32,Andaman and Nicobar Islands
33,Dadra and Nagar Haveli
34,Daman and Diu
35,Lakshadweep
